Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
Hyundai Creta,Coimbatore,2017.0,21363.0,Petrol,Automatic,First,Others,5.0,4.0,13.49,13.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
Audi A6,Coimbatore,2014.0,49964.0,Diesel,Automatic,First,Others,5.0,4.0,23.89,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
Chevrolet Beat,Chennai,2011.0,109500.0,Diesel,Manual,Third,Others,5.0,4.0,1.5,25.44,kmpl,936.0,CC,57.6,bhp,Chevrolet,Beat
Maruti Ritz,Jaipur,2011.0,79232.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.9,21.1,kmpl,1248.0,CC,73.9,bhp,Maruti,Ritz
Nissan Terrano,Kolkata,2014.0,40000.0,Diesel,Manual,First,Others,5.0,4.0,5.75,20.45,kmpl,1461.0,CC,83.8,bhp,Nissan,Terrano
BMW 5,Delhi,2012.0,90000.0,Diesel,Automatic,First,Others,5.0,4.0,14.5,18.48,kmpl,1493.0,CC,98.59,bhp,BMW,5
Nissan Micra,Kolkata,2016.0,31001.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.0,18.44,kmpl,1198.0,CC,75.0,bhp,Nissan,Micra
Mini Cooper,Bangalore,2015.0,20000.0,Petrol,Automatic,First,Others,4.0,4.0,32.0,18.86,kmpl,1598.0,CC,122.0,bhp,Mini,Cooper
Maruti Alto,Chennai,2014.0,52000.0,Petrol,Manual,First,Others,5.0,4.0,2.7,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Honda Accord,Pune,2009.0,79000.0,Petrol,Manual,Third,White,5.0,4.0,3.1,9.8,kmpl,2354.0,CC,180.0,bhp,Honda,Accord
Ford Endeavour,Coimbatore,2019.0,14648.0,Diesel,Manual,First,Black/Silver,7.0,5.0,27.36,12.62,kmpl,2198.0,CC,158.0,bhp,Ford,Endeavour
Maruti Vitara,Chennai,2018.0,3000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,11.25,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Ford Fiesta,Hyderabad,2006.0,69000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.15,16.6,kmpl,1388.0,CC,68.0,bhp,Ford,Fiesta
Ford Fiesta,Chennai,2013.0,123000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,4.45,17.8,kmpl,1399.0,CC,67.0,bhp,Ford,Fiesta
Honda City,Mumbai,2014.0,56000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.75,16.8,kmpl,1497.0,CC,116.3,bhp,Honda,City
Volkswagen Polo,Bangalore,2015.0,34010.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,4.95,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Jaguar XJ,Hyderabad,2015.0,26000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,75.0,14.47,kmpl,2993.0,CC,301.73,bhp,Jaguar,XJ
Honda City,Kochi,2015.0,64465.0,Diesel,Manual,First,White,5.0,4.0,6.22,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
Mahindra TUV,Coimbatore,2017.0,56380.0,Diesel,Manual,First,Others,7.0,5.0,7.57,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
Mahindra Quanto,Hyderabad,2013.0,80430.0,Diesel,Manual,Second,Others,7.0,5.0,3.3,17.21,kmpl,1493.0,CC,100.0,bhp,Mahindra,Quanto
Maruti Celerio,Hyderabad,2014.0,33450.0,Petrol,Automatic,First,Others,5.0,4.0,4.4,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
Ford Fiesta,Chennai,2006.0,87000.0,Petrol,Manual,Second,Others,5.0,4.0,1.37,15.3,kmpl,1596.0,CC,101.0,bhp,Ford,Fiesta
Maruti SX4,Pune,2010.0,63067.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.7,15.5,kmpl,1586.0,CC,103.3,bhp,Maruti,SX4
Maruti Alto,Pune,2014.0,17000.0,Petrol,Manual,First,Others,5.0,4.0,2.1,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Hyundai Creta,Coimbatore,2018.0,44383.0,Petrol,Manual,First,Others,5.0,4.0,13.25,15.8,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
Skoda Rapid,Mumbai,2017.0,13412.0,Petrol,Automatic,First,Others,5.0,4.0,9.19,14.3,kmpl,1598.0,CC,103.52,bhp,Skoda,Rapid
Audi A6,Delhi,2018.0,22000.0,Petrol,Automatic,First,White,5.0,4.0,41.5,15.26,kmpl,1798.0,CC,187.74,bhp,Audi,A6
Maruti Swift,Jaipur,2013.0,88000.0,Diesel,Manual,First,Others,5.0,4.0,4.33,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Volkswagen Polo,Coimbatore,2017.0,50534.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,8.27,17.21,kmpl,1197.0,CC,103.5,bhp,Volkswagen,Polo
Skoda Superb,Kolkata,2011.0,54895.0,Petrol,Manual,First,Others,5.0,4.0,7.5,13.14,kmpl,1798.0,CC,160.0,bhp,Skoda,Superb
Honda City,Kolkata,2014.0,36000.0,Diesel,Manual,First,Others,5.0,4.0,5.0,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
Ford Endeavour,Hyderabad,2018.0,14000.0,Diesel,Automatic,First,Others,7.0,5.0,31.99,12.62,kmpl,2198.0,CC,158.0,bhp,Ford,Endeavour
Maruti Ertiga,Pune,2013.0,82543.0,Petrol,Manual,First,Black/Silver,7.0,5.0,5.5,16.02,kmpl,1373.0,CC,93.7,bhp,Maruti,Ertiga
Hyundai i20,Delhi,2013.0,48454.0,Petrol,Manual,Second,White,5.0,4.0,3.5,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Hyundai Santro,Bangalore,2008.0,46000.0,Petrol,Manual,Second,White,5.0,4.0,2.22,17.92,kmpl,1086.0,CC,62.1,bhp,Hyundai,Santro
Toyota Innova,Pune,2015.0,100000.0,Diesel,Manual,Second,Black/Silver,7.0,4.0,10.25,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Land Rover Discovery,Mumbai,2017.0,40000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,41.5,12.81,kmpl,1999.0,CC,148.31,bhp,Land rover, Discovery
Audi A6,Bangalore,2013.0,90000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,22.5,12.4,kmpl,2698.0,CC,179.5,bhp,Audi,A6
Hyundai Grand,Bangalore,2016.0,16000.0,Petrol,Manual,First,White,5.0,4.0,5.75,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Volkswagen Polo,Coimbatore,2018.0,33558.0,Diesel,Manual,First,White,5.0,4.0,8.12,20.14,kmpl,1498.0,CC,88.0,bhp,Volkswagen,Polo
Hyundai Verna,Hyderabad,2008.0,150000.0,Diesel,Manual,First,White,5.0,4.0,3.0,18.1,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
Hyundai Santro,Hyderabad,2007.0,73745.0,Petrol,Manual,First,White,5.0,4.0,2.1,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
Hyundai Xcent,Kochi,2016.0,36216.0,Petrol,Manual,First,White,5.0,4.0,5.44,19.1,kmpl,1197.0,CC,81.86,bhp,Hyundai,Xcent
Maruti Swift,Kolkata,2016.0,34000.0,Petrol,Manual,First,Others,5.0,4.0,4.95,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
BMW 7,Chennai,2013.0,38000.0,Diesel,Automatic,First,White,5.0,4.0,45.0,16.46,kmpl,2993.0,CC,258.0,bhp,BMW,7
Maruti Alto,Kolkata,2013.0,56840.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.55,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Honda Amaze,Kochi,2015.0,51361.0,Petrol,Manual,First,White,5.0,4.0,4.94,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Honda City,Delhi,2009.0,231673.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.6,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Maruti Vitara,Coimbatore,2017.0,71256.0,Diesel,Manual,First,White,5.0,4.0,9.58,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Mahindra XUV500,Ahmedabad,2015.0,52000.0,Diesel,Manual,First,White,7.0,5.0,11.5,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai Verna,Pune,2011.0,68000.0,Petrol,Manual,First,White,5.0,4.0,3.7,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
Tata Hexa,Jaipur,2016.0,39000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,13.5,17.6,kmpl,2179.0,CC,153.86,bhp,Tata,Hexa
Hyundai i10,Kochi,2012.0,37333.0,Petrol,Manual,First,Others,5.0,4.0,3.22,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Volkswagen Vento,Pune,2011.0,54211.0,Petrol,Manual,First,White,5.0,4.0,3.33,15.04,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
BMW X1,Coimbatore,2017.0,31645.0,Diesel,Automatic,First,Others,5.0,4.0,29.4,20.68,kmpl,1995.0,CC,190.0,bhp,BMW,X1
Skoda Rapid,Bangalore,2014.0,52000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.2,21.14,kmpl,1498.0,CC,103.6,bhp,Skoda,Rapid
Maruti Swift,Hyderabad,2015.0,62000.0,Diesel,Manual,First,Others,5.0,4.0,6.3,28.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Ford Ikon,Pune,2003.0,83000.0,Petrol,Manual,Second,Others,5.0,4.0,0.85,14.2,kmpl,1597.0,CC,92.0,bhp,Ford,Ikon
Volkswagen Vento,Hyderabad,2010.0,71000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.25,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Toyota Innova,Ahmedabad,2014.0,47000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,11.25,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Maruti Dzire,Chennai,2017.0,42000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.5,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Dzire
Hyundai Verna,Chennai,2009.0,160000.0,Diesel,Manual,Second,Others,5.0,4.0,3.5,18.1,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
Maruti Wagon,Pune,2013.0,53000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.75,14.0,kmpl,1061.0,CC,64.0,bhp,Maruti,Wagon
Hyundai Verna,Hyderabad,2011.0,104000.0,Diesel,Automatic,First,Others,5.0,4.0,5.75,19.08,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Maruti Swift,Coimbatore,2017.0,24852.0,Diesel,Automatic,First,Others,5.0,4.0,8.08,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Tata Tigor,Ahmedabad,2018.0,1000.0,Petrol,Automatic,First,Others,5.0,4.0,6.85,20.3,kmpl,1199.0,CC,84.0,bhp,Tata,Tigor
Maruti Wagon,Mumbai,2013.0,25755.0,CNG,Manual,First,White,5.0,4.0,3.15,26.6,km/kg,998.0,CC,58.16,bhp,Maruti,Wagon
Hyundai i10,Mumbai,2009.0,21000.0,Petrol,Automatic,First,White,5.0,4.0,2.6,19.2,kmpl,1197.0,CC,80.0,bhp,Hyundai,i10
Hyundai Creta,Mumbai,2015.0,26000.0,Diesel,Automatic,First,White,5.0,4.0,12.65,17.01,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Audi Q5,Mumbai,2015.0,11964.0,Diesel,Automatic,First,Others,5.0,4.0,32.95,13.22,kmpl,2967.0,CC,241.4,bhp,Audi,Q5
Honda Amaze,Mumbai,2017.0,32006.0,Petrol,Manual,First,White,5.0,4.0,4.25,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Ford EcoSport,Delhi,2016.0,46727.0,Diesel,Manual,First,Others,5.0,4.0,7.25,22.77,kmpl,1498.0,CC,98.59,bhp,Ford,EcoSport
Mahindra Xylo,Pune,2013.0,167362.0,Diesel,Manual,First,Others,7.0,5.0,4.0,11.68,kmpl,2498.0,CC,112.0,bhp,Mahindra,Xylo
Audi TT,Kochi,2014.0,14262.0,Petrol,Automatic,First,White,2.0,2.0,27.35,9.9,kmpl,1984.0,CC,207.8,bhp,Audi,TT
BMW X3,Pune,2012.0,108000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,17.5,16.09,kmpl,1995.0,CC,184.0,bhp,BMW,X3
Honda City,Hyderabad,2011.0,71556.0,Petrol,Manual,First,Others,5.0,4.0,5.5,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Maruti Ritz,Hyderabad,2013.0,35433.0,Petrol,Manual,First,White,5.0,4.0,4.2,18.5,kmpl,1197.0,CC,85.8,bhp,Maruti,Ritz
BMW 3,Coimbatore,2013.0,85846.0,Diesel,Automatic,First,White,5.0,4.0,13.08,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
Hyundai Xcent,Kochi,2017.0,32257.0,Diesel,Manual,First,Others,5.0,4.0,6.83,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
Maruti Baleno,Mumbai,2017.0,15544.0,Petrol,Manual,First,Others,5.0,4.0,5.65,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Mahindra Scorpio,Kolkata,2016.0,32000.0,Diesel,Manual,First,White,7.0,5.0,9.75,15.4,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Maruti Ciaz,Jaipur,2017.0,36381.0,Diesel,Manual,First,White,5.0,4.0,9.75,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Volkswagen Polo,Bangalore,2011.0,66000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,3.6,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Mercedes-Benz M-Class,Chennai,2012.0,63000.0,Diesel,Automatic,First,White,5.0,4.0,26.0,0.0,kmpl,2987.0,CC,165.0,bhp,Mercedes-Benz,M-Class
Ford EcoSport,Kochi,2018.0,37630.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,9.1,15.63,kmpl,1499.0,CC,110.4,bhp,Ford,EcoSport
Maruti Wagon,Ahmedabad,2015.0,51530.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.2,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Maruti Wagon,Pune,2013.0,32425.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.0,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Tata Zest,Pune,2017.0,72000.0,Diesel,Manual,First,Others,5.0,4.0,5.0,22.95,kmpl,1248.0,CC,74.0,bhp,Tata,Zest
Mercedes-Benz GLS,Pune,2017.0,129000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,56.0,11.0,kmpl,2987.0,CC,258.0,bhp,Mercedes-Benz,GLS
Jaguar XF,Delhi,2016.0,10000.0,Diesel,Automatic,First,White,5.0,4.0,44.0,16.36,kmpl,2179.0,CC,187.7,bhp,Jaguar,XF
Maruti Wagon,Ahmedabad,2016.0,77000.0,CNG,Manual,First,Black/Silver,5.0,4.0,3.3,26.6,km/kg,998.0,CC,58.16,bhp,Maruti,Wagon
Ford Figo,Coimbatore,2017.0,21740.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.42,18.16,kmpl,1196.0,CC,86.8,bhp,Ford,Figo
Hyundai Accent,Pune,2001.0,130000.0,Petrol,Manual,Second,White,5.0,4.0,0.75,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
Ford Ecosport,Coimbatore,2014.0,70374.0,Diesel,Manual,First,Others,5.0,4.0,7.34,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Hyundai Grand,Coimbatore,2016.0,36139.0,Petrol,Automatic,Second,White,5.0,4.0,6.3,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Volkswagen Polo,Coimbatore,2015.0,25845.0,Petrol,Manual,First,Others,5.0,4.0,5.84,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
Hyundai Verna,Mumbai,2014.0,71000.0,Diesel,Automatic,Second,White,5.0,4.0,5.45,19.08,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Hyundai i20,Pune,2019.0,1000.0,Petrol,Manual,First,White,5.0,4.0,8.6,17.19,kmpl,1197.0,CC,81.86,bhp,Hyundai,i20
Honda BRV,Mumbai,2017.0,18000.0,Petrol,Automatic,First,Others,7.0,5.0,9.25,16.0,kmpl,1497.0,CC,117.3,bhp,Honda,BRV
Toyota Fortuner,Delhi,2012.0,115000.0,Diesel,Manual,First,White,7.0,5.0,12.99,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Tata Zest,Coimbatore,2015.0,27000.0,Petrol,Manual,First,White,5.0,4.0,5.27,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
Maruti Wagon,Chennai,2003.0,101000.0,Petrol,Manual,Third,Others,5.0,4.0,0.95,17.3,kmpl,1061.0,CC,64.0,bhp,Maruti,Wagon
Hyundai Grand,Kochi,2018.0,32663.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.28,24.0,kmpl,1186.0,CC,73.97,bhp,Hyundai,Grand
Honda City,Kolkata,2014.0,37000.0,Petrol,Manual,First,White,5.0,4.0,6.45,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
Toyota Fortuner,Kochi,2013.0,105072.0,Diesel,Manual,First,White,7.0,5.0,13.28,14.24,kmpl,2755.0,CC,174.5,bhp,Toyota,Fortuner
Volkswagen Vento,Ahmedabad,2015.0,52123.0,Diesel,Manual,First,Others,5.0,4.0,7.5,20.34,kmpl,1498.0,CC,103.2,bhp,Volkswagen,Vento
BMW 7,Coimbatore,2018.0,28060.0,Petrol,Automatic,First,White,5.0,4.0,93.67,12.05,kmpl,2979.0,CC,320.0,bhp,BMW,7
Hyundai Xcent,Chennai,2017.0,46000.0,CNG,Manual,First,Others,5.0,4.0,4.95,25.0,km/kg,1197.0,CC,81.86,bhp,Hyundai,Xcent
Honda Accord,Ahmedabad,2009.0,82002.0,Petrol,Manual,Second,White,5.0,4.0,5.75,12.8,kmpl,2354.0,CC,177.6,bhp,Honda,Accord
BMW 7,Hyderabad,2009.0,53000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,36.0,14.49,kmpl,2993.0,CC,258.0,bhp,BMW,7
Hyundai Creta,Kochi,2017.0,47183.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,11.31,15.8,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
Mahindra XUV500,Kolkata,2012.0,47629.0,Diesel,Manual,First,Black/Silver,7.0,5.0,6.5,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Mercedes-Benz New,Kochi,2011.0,29813.0,Petrol,Automatic,Second,White,5.0,4.0,11.5,14.74,kmpl,1991.0,CC,181.03,bhp,Mercedes-Benz,New
Audi Q7,Delhi,2010.0,73000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,17.51,11.33,kmpl,4134.0,CC,335.2,bhp,Audi,Q7
Hyundai Xcent,Kochi,2015.0,41721.0,Petrol,Manual,First,White,5.0,4.0,4.7,19.1,kmpl,1197.0,CC,82.0,bhp,Hyundai,Xcent
Maruti Wagon,Pune,2004.0,94000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.0,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Ford Ecosport,Kochi,2014.0,71390.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.27,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Mahindra XUV500,Chennai,2013.0,78000.0,Diesel,Manual,First,White,7.0,5.0,10.75,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Toyota Corolla,Delhi,2011.0,89401.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.5,21.43,kmpl,1364.0,CC,87.2,bhp,Toyota,Corolla
Hyundai i20,Hyderabad,2017.0,12000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.75,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Maruti Vitara,Delhi,2016.0,22000.0,Diesel,Manual,First,Others,5.0,4.0,8.25,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Toyota Etios,Pune,2015.0,65000.0,Diesel,Manual,Second,White,5.0,4.0,5.0,23.59,kmpl,1364.0,CC,67.04,bhp,Toyota,Etios
Maruti Swift,Delhi,2014.0,50000.0,Diesel,Manual,First,White,5.0,4.0,4.3,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Swift,Coimbatore,2014.0,44282.0,Diesel,Manual,First,Others,5.0,4.0,5.99,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Land Rover Range,Coimbatore,2012.0,84384.0,Diesel,Automatic,First,Others,7.0,5.0,52.54,10.2,kmpl,4367.0,CC,308.0,bhp,Land rover, Range rover
Volkswagen Vento,Bangalore,2013.0,43000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.95,20.5,kmpl,1598.0,CC,105.0,bhp,Volkswagen,Vento
Toyota Fortuner,Hyderabad,2015.0,73500.0,Diesel,Manual,First,Others,7.0,5.0,22.0,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Volkswagen Vento,Pune,2011.0,66000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.75,15.8,kmpl,1598.0,CC,105.0,bhp,Volkswagen,Vento
Volkswagen Polo,Mumbai,2011.0,20000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.5,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Chevrolet Cruze,Ahmedabad,2011.0,60000.0,Diesel,Automatic,First,White,4.0,4.0,3.8,18.1,kmpl,1991.0,CC,147.9,bhp,Chevrolet,Cruze
Toyota Corolla,Coimbatore,2013.0,63854.0,Diesel,Manual,First,White,5.0,4.0,7.12,21.43,kmpl,1364.0,CC,86.79,bhp,Toyota,Corolla
Hyundai Grand,Kolkata,2014.0,42277.0,Diesel,Manual,First,Others,5.0,4.0,3.85,24.0,kmpl,1186.0,CC,73.97,bhp,Hyundai,Grand
Hyundai i10,Delhi,2013.0,60000.0,Petrol,Manual,First,White,5.0,4.0,2.75,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
BMW X3,Kochi,2017.0,41816.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,32.78,18.56,kmpl,1995.0,CC,190.0,bhp,BMW,X3
Chevrolet Spark,Kolkata,2011.0,21000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,0.95,18.0,kmpl,995.0,CC,62.0,bhp,Chevrolet,Spark
Hyundai i10,Delhi,2013.0,62334.0,Petrol,Manual,First,White,5.0,4.0,2.75,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Hyundai i20,Chennai,2011.0,47000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.5,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Toyota Innova,Mumbai,2015.0,48000.0,Diesel,Manual,First,White,8.0,5.0,11.75,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Maruti Baleno,Kochi,2018.0,21684.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.89,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Ford Ecosport,Ahmedabad,2018.0,13000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.9,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,Ecosport
Tata Indica,Hyderabad,2013.0,99500.0,Diesel,Manual,Second,Others,5.0,4.0,3.05,22.3,kmpl,1248.0,CC,74.0,bhp,Tata,Indica
Maruti Swift,Kolkata,2015.0,168205.0,Diesel,Manual,First,Others,5.0,4.0,4.0,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Baleno,Pune,2016.0,27809.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,6.41,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Honda City,Mumbai,2007.0,63000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.75,17.7,kmpl,1497.0,CC,78.0,bhp,Honda,City
Maruti Swift,Pune,2014.0,68218.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.9,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Maruti Swift,Mumbai,2012.0,15500.0,Petrol,Manual,First,White,5.0,4.0,3.75,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
Hyundai i20,Jaipur,2014.0,82450.0,Diesel,Manual,First,White,5.0,4.0,5.85,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
Jaguar XF,Hyderabad,2017.0,21000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,52.0,19.33,kmpl,1999.0,CC,177.0,bhp,Jaguar,XF
Toyota Fortuner,Hyderabad,2013.0,116000.0,Diesel,Automatic,Second,White,7.0,5.0,19.25,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Toyota Innova,Pune,2010.0,140000.0,Diesel,Manual,Third,Others,7.0,4.0,6.25,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Volkswagen Polo,Chennai,2013.0,62000.0,Diesel,Manual,First,Others,5.0,4.0,5.0,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
Audi A6,Ahmedabad,2008.0,45000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,11.5,16.77,kmpl,2967.0,CC,241.38,bhp,Audi,A6
Audi Q5,Delhi,2014.0,44999.0,Diesel,Automatic,First,Others,5.0,4.0,25.0,12.8,kmpl,1968.0,CC,167.6,bhp,Audi,Q5
Mercedes-Benz New,Ahmedabad,2014.0,78616.0,Diesel,Automatic,Second,Others,5.0,4.0,15.5,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
Honda City,Chennai,2006.0,109000.0,Petrol,Manual,First,White,5.0,4.0,1.5,16.9,kmpl,1497.0,CC,100.0,bhp,Honda,City
Maruti Ciaz,Jaipur,2017.0,38282.0,Diesel,Manual,First,White,5.0,4.0,8.5,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Hyundai i20,Kochi,2017.0,14064.0,Petrol,Manual,First,Others,5.0,4.0,6.59,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Honda Amaze,Chennai,2016.0,37000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.25,17.8,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Maruti Vitara,Hyderabad,2016.0,41372.0,Diesel,Manual,First,Others,5.0,4.0,9.3,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Audi Q5,Hyderabad,2015.0,56000.0,Diesel,Automatic,First,White,5.0,4.0,35.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
Maruti Wagon,Kochi,2014.0,41994.0,Petrol,Manual,First,Others,5.0,4.0,3.41,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
